 ,Mean(before_f1_bg)
4108,51.946
4109,56.862
4110,57.879
4111,57.300
4112,53.395
4113,56.115
4114,58.314
4115,57.796
4116,57.286
4117,62.333
4118,54.739
4119,54.297
4120,59.200
4121,54.540
4122,60.228
4123,55.617
4124,54.018
4125,56.086
4126,57.998
4127,58.412
4128,56.518
4129,54.403
4130,61.494
4131,60.270
4132,63.198
4133,68.193
4134,67.167
4135,67.698
4136,59.820
4137,63.912
4138,58.665
4139,61.997
4140,63.641
4141,63.544
4142,59.546
4143,60.188
4144,62.121
4145,57.565
4146,60.471
4147,56.436
4148,61.727
4149,62.166
4150,60.709
4151,58.977
4152,54.925
4153,54.144
4154,57.237
4155,55.767
4156,58.680
4157,58.125
4158,56.078
4159,55.211
4160,59.785
4161,54.307
4162,58.427
4163,58.714
4164,52.228
4165,52.273
4166,58.872
4167,59.555
4168,58.395
4169,56.997
4170,53.015
4171,61.400
4172,56.583
4173,55.228
4174,57.358
4175,56.506
4176,59.054
4177,58.013
4178,57.200
4179,66.839
4180,58.656
4181,58.679
4182,60.922
4183,56.415
4184,62.369
4185,61.257
4186,59.905
4187,58.881
4188,62.413
4189,61.805
4190,57.010
4191,57.901
4192,58.086
4193,59.424
4194,60.150
4195,59.700
4196,58.405
4197,62.936
4198,54.943
4199,57.204
4200,56.453
4201,60.867
4202,64.373
4203,66.805
4204,65.992
4205,64.414
4206,70.117
4207,64.935
4208,64.542
4209,60.831
4210,67.333
4211,59.404
4212,63.060
4213,58.914
4214,64.556
4215,52.113
4216,59.030
4217,58.812
4218,59.283
4219,59.733
4220,59.367
4221,56.934
4222,59.294
4223,54.780
4224,58.642
4225,54.241
4226,54.914
4227,59.210
4228,58.492
4229,59.856
4230,53.967
4231,54.732
4232,54.621
4233,58.188
4234,54.344
4235,56.448
4236,56.458
4237,61.972
4238,54.906
4239,57.460
4240,57.107
4241,56.560
4242,58.413
4243,56.884
4244,54.628
4245,55.173
4246,53.934
4247,60.145
4248,58.515
4249,54.151
4250,57.522
4251,55.536
4252,56.403
4253,55.023
4254,55.905
4255,55.339
4256,58.876
4257,58.425
4258,57.477
4259,62.882
4260,55.294
4261,56.015
4262,56.068
4263,53.449
4264,57.907
4265,57.843
4266,55.218
4267,56.153
4268,52.905
4269,60.083
4270,54.732
4271,56.750
4272,60.754
4273,56.011
4274,53.994
4275,55.372
4276,54.137
4277,53.894
4278,52.059
4279,53.867
4280,54.632
4281,56.342
4282,54.656
4283,56.412
4284,62.308
4285,53.968
4286,51.444
4287,55.942
4288,56.723
4289,57.050
4290,54.590
4291,55.565
4292,55.366
4293,55.155
4294,53.671
4295,58.684
4296,55.056
4297,53.219
4298,55.724
4299,55.545
4300,57.650
4301,52.020
4302,57.494
4303,56.334
4304,57.708
4305,57.496
4306,56.160
4307,59.706
4308,58.931
4309,58.888
4310,58.070
4311,55.662
4312,54.180
4313,56.137
4314,55.626
4315,57.499
4316,50.196
4317,58.419
4318,58.830
4319,60.086
4320,53.448
4321,53.949
4322,55.869
4323,55.435
4324,58.503
4325,54.667
4326,54.497
4327,58.390
4328,59.316
4329,53.643
4330,55.416
4331,52.912
4332,53.144
4333,53.094
4334,55.808
4335,56.977
4336,59.600
4337,57.426
4338,58.566
4339,57.353
4340,54.373
4341,54.142
4342,56.626
4343,54.622
4344,57.391
4345,54.965
4346,54.382
4347,59.128
4348,56.998
4349,57.690
4350,58.643
4351,59.344
4352,59.969
4353,57.740
4354,61.089
4355,57.842
4356,58.993
4357,58.958
4358,58.192
4359,56.028
4360,58.147
4361,54.685
4362,58.377
4363,56.542
4364,57.462
4365,56.002
4366,59.431
4367,55.730
4368,58.426
4369,56.616
4370,56.799
4371,55.213
4372,58.800
4373,58.251
4374,53.882
4375,54.473
4376,58.935
4377,54.176
4378,54.259
4379,52.978
4380,55.811
4381,52.312
4382,53.243
4383,57.828
4384,56.618
4385,58.280
4386,54.863
4387,60.517
4388,55.962
4389,56.119
4390,52.682
4391,52.892
4392,57.315
4393,59.517
4394,58.942
4395,57.328
4396,61.317
4397,54.157
4398,52.983
4399,55.451
4400,56.815
4401,56.003
4402,57.882
4403,57.306
4404,61.940
4405,58.884
4406,59.786
4407,60.536
4408,60.641
4409,60.093
4410,61.339
4411,56.598
4412,61.681
4413,62.717
4414,60.414
4415,58.311
4416,61.599
4417,59.249
4418,55.965
4419,56.905
4420,57.004
4421,56.454
4422,57.908
4423,56.331
4424,54.702
4425,53.747
4426,55.084
4427,60.164
4428,57.605
4429,55.299
4430,56.385
4431,53.974
4432,55.633
4433,56.385
4434,55.503
4435,55.256
4436,54.578
4437,53.241
4438,56.385
4439,54.076
4440,58.185
4441,52.536
4442,56.135
4443,57.093
4444,52.663
4445,49.672
4446,51.859
4447,53.902
4448,54.695
4449,56.376
4450,53.501
4451,57.142
4452,55.963
4453,53.208
4454,52.615
4455,55.097
4456,58.629
4457,53.395
4458,52.695
4459,55.031
4460,55.121
4461,54.068
4462,56.972
4463,54.258
4464,52.669
4465,55.800
4466,54.785
4467,55.655
4468,54.458
4469,57.080
4470,56.291
4471,56.038
4472,55.882
4473,55.016
4474,54.062
4475,58.117
4476,54.346
4477,54.157
4478,55.213
4479,54.838
4480,55.723
4481,54.542
4482,50.387
4483,54.167
4484,51.988
4485,52.800
4486,54.083
4487,53.682
4488,52.030
4489,51.667
4490,51.778
4491,55.081
4492,54.664
4493,56.153
4494,52.567
4495,53.117
4496,53.661
4497,54.923
4498,55.982
4499,52.894
4500,51.334
4501,53.843
4502,57.446
4503,51.157
4504,56.493
4505,57.467
4506,54.771
4507,52.340
4508,54.926
4509,57.180
4510,59.257
4511,56.276
4512,55.532
4513,50.770
4514,55.445
4515,54.251
4516,57.587
4517,57.770
4518,57.404
4519,61.689
4520,59.400
4521,58.331
4522,64.522
4523,58.287
4524,58.154
4525,61.488
4526,58.746
4527,58.519
4528,59.266
4529,54.279
4530,58.704
4531,63.433
4532,54.289
4533,60.051
4534,53.180
4535,52.445
4536,54.105
4537,55.256
4538,57.064
4539,57.815
4540,53.119
4541,55.470
4542,58.083
4543,56.259
4544,55.464
4545,57.102
4546,56.354
4547,55.729
4548,53.291
4549,53.280
4550,56.525
4551,56.712
4552,58.631
4553,55.235
4554,53.577
4555,56.883
4556,55.734
4557,53.960
4558,52.814
4559,54.114
4560,55.911
4561,52.439
4562,56.800
4563,56.217
4564,56.163
4565,52.472
4566,52.224
4567,53.133
4568,54.189
4569,54.449
4570,51.835
4571,56.012
4572,55.536
4573,55.208
4574,54.258
4575,54.241
4576,57.095
4577,54.666
4578,58.078
4579,53.967
4580,55.105
4581,55.473
4582,54.508
4583,52.535
4584,53.557
4585,52.532
4586,51.065
4587,54.604
4588,56.900
4589,55.231
4590,55.060
4591,53.346
4592,55.544
4593,54.354
4594,53.631
4595,50.753
4596,53.607
4597,51.209
4598,54.177
4599,50.850
4600,51.467
4601,57.895
4602,54.337
4603,53.096
4604,52.316
4605,51.528
4606,54.242
4607,51.160
4608,53.377
4609,53.440
4610,51.958
4611,52.493
4612,51.972
4613,55.192
4614,52.117
4615,54.342
4616,56.559
4617,52.874
4618,54.954
4619,56.408
4620,51.315
4621,50.083
4622,53.874
4623,54.353
4624,52.831
4625,54.366
4626,54.689
4627,53.277
4628,56.676
4629,47.864
4630,53.744
4631,56.441
4632,55.623
4633,57.107
4634,52.176
4635,54.331
4636,57.105
4637,55.382
4638,56.787
4639,54.724
4640,54.938
4641,52.561
4642,56.008
4643,56.029
4644,54.086
4645,52.799
4646,52.188
4647,55.240
4648,56.407
4649,53.963
4650,56.494
4651,52.363
4652,56.443
4653,50.906
4654,53.214
4655,52.289
4656,54.316
4657,52.900
4658,51.587
4659,52.768
4660,51.479
4661,55.134
4662,50.792
4663,53.925
4664,51.773
4665,52.499
4666,50.644
4667,53.248
4668,50.331
4669,54.579
4670,53.118
4671,54.670
4672,51.615
4673,51.378
4674,55.278
4675,55.791
4676,55.039
4677,54.512
4678,52.020
4679,54.131
4680,50.731
4681,54.733
4682,54.224
4683,51.782
4684,53.902
4685,59.104
4686,53.500
4687,63.896
4688,63.502
4689,58.016
4690,59.537
4691,63.402
4692,60.408
4693,53.194
4694,57.413
4695,55.229
4696,55.576
4697,53.411
4698,54.395
4699,55.932
4700,53.756
4701,52.631
4702,51.722
4703,54.292
4704,49.422
4705,55.651
4706,51.305
4707,51.386
4708,51.775
4709,52.179
4710,51.087
4711,50.547
4712,52.089
4713,54.401
4714,51.485
4715,52.502
4716,53.637
4717,50.363
4718,49.618
4719,50.557
4720,54.230
4721,52.589
4722,53.451
4723,50.871
4724,51.662
4725,49.874
4726,52.009
4727,51.616
4728,50.092
4729,53.974
4730,51.667
4731,55.349
4732,55.002
4733,50.521
4734,55.750
4735,49.609
4736,52.445
4737,51.727
4738,51.036
4739,54.249
4740,54.640
4741,54.634
4742,49.561
4743,53.856
4744,50.683
4745,52.460
4746,51.018
4747,53.148
4748,50.147
4749,49.971
4750,50.801
4751,50.449
4752,51.597
4753,54.081
4754,57.092
4755,57.577
4756,58.478
4757,60.280
4758,58.723
4759,57.968
4760,55.631
4761,54.685
4762,54.652
4763,55.085
4764,54.599
4765,56.621
4766,56.586
4767,51.633
4768,49.483
4769,53.156
4770,53.473
4771,50.406
4772,55.424
4773,52.502
4774,54.681
4775,53.854
4776,54.905
4777,54.020
4778,53.251
4779,52.113
4780,56.831
4781,48.352
4782,53.725
4783,49.169
4784,51.544
4785,52.838
4786,53.441
4787,52.311
4788,52.009
4789,53.171
4790,50.493
4791,48.720
4792,51.941
4793,49.783
4794,50.239
4795,54.609
4796,49.752
4797,49.041
4798,52.246
4799,52.594
4800,56.015
4801,49.003
4802,51.560
4803,51.165
4804,54.208
4805,54.810
4806,55.542
4807,54.541
4808,52.815
4809,49.994
4810,51.012
4811,55.003
4812,50.201
4813,52.107
4814,52.181
4815,53.190
4816,53.509
4817,55.098
4818,51.650
4819,54.477
4820,52.012
4821,48.951
4822,53.512
4823,51.181
4824,51.007
4825,51.778
4826,50.117
4827,52.661
4828,50.206
4829,50.089
4830,51.796
4831,48.070
4832,49.064
4833,52.676
4834,51.593
4835,51.440
4836,49.141
4837,50.955
4838,52.901
4839,51.503
4840,50.324
4841,48.654
4842,51.326
4843,53.577
4844,51.952
4845,52.354
4846,51.874
4847,51.490
4848,52.135
4849,50.412
4850,50.464
4851,49.824
4852,49.037
4853,51.854
4854,53.859
4855,55.815
4856,51.837
4857,51.523
4858,52.422
4859,52.174
4860,48.198
4861,51.392
4862,54.295
4863,51.027
4864,49.997
4865,49.817
4866,49.667
4867,54.027
4868,51.220
4869,49.717
4870,48.041
4871,57.702
4872,52.715
4873,51.061
4874,48.364
4875,52.234
4876,50.492
4877,48.443
4878,50.114
4879,49.432
4880,52.593
4881,50.610
4882,49.828
4883,50.632
4884,52.848
4885,55.724
4886,50.849
4887,51.301
4888,52.637
4889,49.783
4890,53.694
4891,54.269
4892,51.722
4893,49.242
4894,54.570
4895,52.037
4896,51.335
4897,50.243
4898,49.777
4899,51.235
4900,51.610
4901,53.858
4902,52.179
4903,53.588
4904,52.902
4905,49.230
4906,51.585
4907,51.671
4908,54.914
4909,49.464
4910,49.263
4911,49.385
4912,50.353
4913,48.283
4914,50.890
4915,49.432
4916,51.158
4917,49.927
4918,51.808
4919,49.934
4920,54.402
4921,48.453
4922,51.504
4923,51.248
4924,50.109
4925,49.713
4926,52.795
4927,51.695
4928,49.254
4929,50.151
4930,49.373
4931,46.881
4932,51.481
4933,45.204
4934,50.356
4935,50.708
4936,49.033
4937,55.292
4938,49.174
4939,46.866
4940,52.250
4941,50.232
4942,46.607
4943,48.912
4944,49.722
4945,46.942
4946,45.808
4947,46.677
4948,49.812
4949,47.512
4950,46.430
4951,48.478
4952,52.883
4953,50.583
4954,51.100
4955,46.756
4956,50.360
4957,50.977
4958,48.636
4959,45.575
4960,52.400
4961,48.016
4962,50.435
4963,48.968
4964,50.000
4965,50.039
4966,46.594
4967,48.652
4968,51.211
4969,58.874
4970,55.860
4971,51.384
4972,50.011
4973,51.076
4974,51.802
4975,55.171
4976,50.970
4977,52.047
4978,52.395
4979,49.520
4980,50.590
4981,49.513
4982,54.017
4983,53.816
4984,51.327
4985,50.204
4986,51.124
4987,51.660
4988,49.162
4989,51.731
4990,53.045
4991,48.325
4992,50.314
4993,52.126
4994,51.108
4995,46.706
4996,47.871
4997,47.440
4998,52.727
4999,51.921
5000,53.022
5001,51.907
5002,49.559
5003,49.608
5004,49.092
5005,50.156
5006,52.699
5007,51.536
5008,49.116
5009,49.042
5010,50.281
5011,48.912
5012,51.993
5013,49.085
5014,49.029
5015,49.798
5016,48.181
5017,50.648
5018,50.800
5019,51.470
5020,48.696
5021,49.493
5022,46.615
5023,49.779
5024,50.387
5025,50.446
5026,50.555
5027,51.132
5028,45.589
5029,52.737
5030,49.546
5031,48.708
5032,48.666
5033,48.102
5034,49.661
5035,51.259
5036,48.500
5037,49.375
5038,50.817
5039,49.271
5040,48.544
5041,48.742
5042,49.682
5043,49.948
5044,47.463
5045,47.212
5046,47.017
5047,44.113
5048,48.670
5049,50.757
5050,51.100
5051,47.879
5052,53.526
5053,49.491
5054,47.285
5055,48.499
5056,49.480
5057,48.760
5058,49.503
5059,51.166
5060,49.049
5061,51.529
5062,48.367
5063,51.044
5064,49.819
5065,49.021
5066,48.917
5067,46.421
5068,51.325
5069,48.796
5070,50.423
5071,47.078
5072,46.300
5073,50.020
5074,47.695
5075,47.781
5076,50.865
5077,46.833
5078,52.002
5079,49.250
5080,51.823
5081,51.496
5082,53.065
5083,52.314
5084,50.652
5085,51.739
5086,52.065
5087,53.273
5088,54.717
5089,50.739
5090,50.261
5091,51.290
5092,50.655
5093,53.319
5094,56.449
5095,50.126
5096,51.138
5097,52.467
5098,51.176
5099,52.992
5100,50.753
5101,49.400
5102,49.246
5103,48.432
5104,48.075
5105,47.431
5106,50.403
5107,48.378
5108,49.136
5109,46.215
5110,47.100
5111,44.873
5112,50.331
5113,48.558
5114,48.645
5115,49.541
5116,49.538
5117,48.097
5118,50.200
5119,49.277
5120,50.490
5121,48.458
5122,47.403
5123,49.318
5124,46.664
5125,47.261
5126,50.206
5127,45.815
5128,51.394
5129,45.647
5130,49.779
5131,47.057
5132,46.050
5133,43.523
5134,47.688
5135,45.883
5136,47.679
5137,47.815
5138,45.694
5139,46.971
5140,47.283
5141,46.353
5142,47.441
5143,50.048
5144,46.384
5145,46.934
5146,48.164
5147,45.474
5148,47.253
5149,47.843
5150,46.167
5151,48.511
5152,46.366
5153,48.427
5154,50.487
5155,47.810
5156,49.013
5157,50.282
5158,45.059
5159,46.609
5160,45.499
5161,46.752
5162,48.499
5163,48.557
5164,47.188
5165,48.263
5166,46.465
5167,49.275
5168,46.257
5169,45.636
5170,46.968
5171,48.027
5172,46.075
5173,49.030
5174,47.234
5175,49.260
5176,45.891
5177,46.208
5178,49.801
5179,48.570
5180,48.528
5181,46.417
5182,45.938
5183,47.415
5184,42.362
5185,46.863
5186,47.415
5187,45.854
5188,51.107
5189,49.493
5190,48.391
5191,47.230
5192,47.020
5193,48.042
5194,45.650
5195,46.577
5196,48.617
5197,46.597
5198,46.118
5199,48.456
5200,45.366
5201,46.065
5202,46.584
5203,48.137
5204,46.751
5205,46.152
5206,47.398
5207,44.408
5208,45.155
5209,48.450
5210,47.829
5211,46.642
5212,50.606
5213,48.667
5214,49.458
5215,50.363
5216,47.821
5217,46.211
5218,45.269
5219,48.018
5220,43.528
5221,46.874
5222,46.721
5223,46.664
5224,44.871
5225,46.631
5226,47.242
5227,47.856
5228,50.066
5229,47.061
5230,43.057
5231,48.350
5232,44.689
5233,45.492
5234,47.838
5235,45.912
5236,46.853
5237,47.344
5238,48.814
5239,49.385
5240,47.860
5241,47.926
5242,46.756
5243,46.731
5244,49.713
5245,44.508
5246,48.455
5247,48.740
5248,48.305
5249,47.449
5250,48.305
5251,45.699
5252,44.917
5253,48.403
5254,45.990
5255,44.353
5256,46.997
5257,47.134
5258,46.959
5259,48.666
5260,47.674
5261,47.935
5262,51.934
5263,45.349
5264,45.531
5265,43.084
5266,41.301
5267,42.009
5268,42.869
5269,44.866
5270,43.035
5271,40.481
5272,40.134
5273,42.305
5274,42.181
5275,45.220
5276,41.212
5277,42.806
5278,41.287
5279,41.249
5280,42.150
5281,41.562
5282,42.837
5283,42.934
5284,39.782
5285,41.829
5286,41.359
5287,41.865
5288,42.329
5289,40.730
5290,43.155
5291,42.919
5292,41.210
5293,42.567
5294,42.820
5295,44.044
5296,41.595
5297,43.504
5298,42.867
5299,42.852
5300,42.460
5301,43.307
5302,44.296
5303,43.298
5304,43.408
5305,44.382
5306,40.969
5307,42.220
5308,45.554
5309,45.887
5310,44.537
5311,43.415
5312,40.854
5313,42.655
5314,41.083
5315,41.757
5316,42.132
5317,44.765
5318,41.708
5319,42.944
5320,42.436
5321,41.858
5322,41.833
5323,43.039
5324,40.704
5325,43.294
5326,41.510
5327,43.070
5328,40.152
5329,42.800
5330,43.215
5331,42.452
5332,40.515
5333,43.669
5334,42.127
5335,41.723
5336,39.960
5337,42.528
5338,41.089
5339,40.523
5340,44.617
5341,43.200
5342,44.122
5343,40.589
5344,41.122
5345,41.295
5346,41.142
5347,42.287
5348,43.641
5349,40.508
5350,42.981
5351,40.967
5352,41.493
5353,45.115
5354,41.920
5355,41.519
5356,42.548
5357,42.002
5358,42.973
5359,43.201
5360,41.956
5361,39.875
5362,40.040
5363,43.031
5364,42.667
5365,42.011
5366,39.268
5367,42.068
5368,39.739
5369,42.140
5370,41.004
5371,42.878
5372,44.338
5373,41.781
5374,41.756
5375,42.866
5376,42.962
5377,45.246
5378,44.653
5379,43.028
5380,42.195
5381,49.287
5382,43.912
5383,45.093
5384,46.052
5385,46.037
5386,47.172
5387,44.882
5388,42.636
5389,45.554
5390,43.902
5391,45.665
5392,45.265
5393,45.981
5394,44.092
5395,47.377
5396,44.623
5397,47.602
5398,43.416
5399,44.291
5400,47.189
5401,44.317
5402,47.828
5403,46.334
5404,44.105
5405,43.169
5406,43.129
5407,43.209
5408,43.542
5409,43.747
5410,45.569
5411,45.470
5412,45.952
5413,48.062
5414,45.872
5415,47.754
5416,46.583
5417,51.125
5418,47.180
5419,47.965
5420,47.136
5421,47.040
5422,46.213
5423,46.971
5424,49.008
5425,46.425
5426,46.175
5427,44.551
5428,46.566
5429,46.045
5430,51.114
5431,46.089
5432,44.915
5433,42.932
5434,47.234
5435,45.235
5436,45.103
5437,49.305
5438,46.073
5439,45.504
5440,45.319
5441,45.935
5442,44.948
5443,42.950
5444,43.857
5445,48.344
5446,42.783
5447,45.451
5448,44.549
5449,42.060
5450,43.499
5451,47.807
5452,46.573
5453,44.525
5454,42.711
5455,44.326
5456,44.337
5457,45.573
5458,44.410
5459,43.408
5460,42.538
5461,41.998
5462,45.042
5463,43.177
5464,41.969
5465,44.165
5466,45.795
5467,43.796
5468,43.297
5469,43.827
5470,44.587
5471,42.760
5472,43.905
5473,44.983
5474,44.540
5475,46.326
5476,44.873
5477,46.001
5478,41.902
5479,44.835
5480,44.999
5481,45.568
5482,46.079
5483,42.345
5484,47.079
5485,45.075
5486,44.721
5487,44.835
5488,43.742
5489,60.045
5490,54.652
5491,59.122
5492,54.504
5493,54.357
5494,58.243
5495,55.086
5496,60.608
5497,57.058
5498,63.517
5499,59.901
5500,57.895
5501,54.073
5502,57.915
5503,64.064
5504,56.654
5505,60.608
5506,57.794
5507,56.825
5508,58.600
5509,58.927
5510,51.763
5511,54.761
5512,51.969
5513,58.334
5514,59.913
5515,61.503
5516,63.173
5517,59.644
5518,62.556
5519,62.242
5520,57.352
5521,63.288
5522,60.065
5523,62.765
5524,60.038
5525,60.997
5526,59.138
5527,63.460
5528,62.766
5529,63.516
5530,61.694
5531,59.953
5532,62.464
5533,62.186
5534,56.637
5535,59.240
5536,58.371
5537,54.780
5538,60.587
5539,57.295
5540,60.720
5541,53.751
5542,57.676
5543,59.084
5544,63.144
5545,60.977
5546,59.390
5547,57.450
5548,60.684
5549,57.512
5550,55.472
5551,57.193
5552,54.810
5553,53.703
5554,58.049
5555,59.866
5556,57.994
5557,57.695
5558,61.334
5559,60.143
5560,62.606
5561,57.689
5562,59.193
5563,57.362
5564,60.310
5565,57.904
5566,54.442
5567,59.105
5568,58.530
5569,61.846
5570,60.473
5571,62.530
5572,61.820
5573,59.566
5574,57.590
5575,59.181
5576,55.684
5577,55.759
5578,58.959
5579,62.958
5580,60.884
5581,57.308
5582,61.126
5583,57.865
5584,60.052
5585,59.666
5586,63.133
5587,63.603
5588,62.167
5589,57.526
5590,59.907
5591,57.887
5592,59.496
5593,60.295
5594,56.662
5595,61.108
5596,60.055
5597,63.232
5598,60.562
5599,65.406
5600,57.551
5601,58.831
5602,54.333
5603,56.865
5604,59.796
5605,58.638
5606,57.446
5607,56.584
5608,56.540
5609,57.295
5610,56.638
5611,59.240
5612,58.056
5613,55.560
5614,54.085
5615,56.352
5616,62.629
5617,59.480
5618,60.904
5619,59.498
5620,56.776
5621,59.978
5622,60.533
5623,60.172
5624,59.644
5625,58.300
5626,55.515
5627,54.789
5628,59.905
5629,61.345
5630,60.558
5631,60.473
5632,56.172
5633,56.165
5634,56.908
5635,60.890
5636,60.161
5637,59.403
5638,58.416
5639,57.299
5640,56.876
5641,56.911
5642,59.597
5643,59.535
5644,58.621
5645,57.700
5646,60.604
5647,59.414
5648,55.574
5649,54.871
5650,60.353
5651,60.433
5652,62.481
5653,63.644
5654,61.876
5655,59.549
5656,57.041
5657,56.962
5658,61.309
5659,55.232
5660,58.062
5661,58.407
5662,54.529
5663,64.573
5664,58.508
5665,58.067
5666,55.339
5667,59.487
5668,56.442
5669,59.502
5670,55.448
5671,56.396
5672,54.456
5673,59.467
5674,54.960
5675,57.746
5676,59.087
5677,59.853
5678,62.097
5679,58.958
5680,59.352
5681,58.934
5682,56.193
5683,58.300
5684,58.393
5685,63.904
5686,55.398
5687,58.233
5688,57.610
5689,54.461
5690,58.369
5691,60.311
5692,59.279
5693,57.277
5694,57.704
5695,58.403
5696,62.897
5697,61.104
5698,63.102
5699,59.353
5700,59.920
5701,60.020
5702,62.060
5703,58.982
5704,59.232
5705,56.661
5706,62.235
5707,63.737
5708,59.219
5709,60.410
5710,55.267
5711,54.956
5712,57.573
5713,60.856
5714,60.345
5715,58.826
5716,62.869
5717,61.090
5718,65.421
5719,57.344
5720,58.489
5721,58.749
5722,61.792
5723,59.468
5724,58.746
5725,59.699
5726,59.645
5727,58.925
5728,58.779
5729,57.663
5730,57.154
5731,54.614
5732,54.300
5733,53.660
5734,55.816
5735,55.926
5736,56.743
5737,60.442
5738,52.776
5739,58.282
5740,55.712
5741,62.817
5742,56.978
5743,58.248
5744,57.956
5745,62.754
5746,63.719
5747,64.235
5748,61.944
5749,68.732
5750,65.993
5751,64.898
5752,65.879
5753,67.997
5754,64.324
5755,67.612
5756,62.739
5757,64.257
5758,64.202
5759,60.733
5760,63.251
5761,64.084
5762,61.958
5763,65.709
5764,65.905
5765,59.292
5766,56.407
5767,59.759
5768,62.663
5769,61.029
5770,63.942
5771,60.401
5772,53.972
5773,58.357
5774,59.637
5775,60.637
5776,59.525
5777,56.950
5778,61.167
5779,57.112
5780,59.362
5781,58.719
5782,67.706
5783,57.615
5784,59.817
5785,61.152
5786,59.767
5787,58.512
5788,58.480
5789,60.400
5790,57.544
5791,56.256
5792,59.023
5793,62.698
5794,55.972
5795,57.331
5796,61.631
5797,60.161
5798,65.690
5799,57.385
5800,57.483
5801,58.691
5802,56.965
5803,55.633
5804,53.522
5805,56.883
5806,60.766
5807,59.993
5808,58.704
5809,57.997
5810,58.520
5811,58.815
5812,57.240
5813,60.704
5814,58.839
5815,61.068
5816,54.948
5817,62.748
5818,54.598
5819,56.468
5820,57.975
5821,55.863
5822,56.818
5823,58.969
5824,59.033
5825,53.282
5826,59.071
5827,57.674
5828,55.596
5829,56.221
5830,56.347
5831,54.419
5832,56.054
5833,58.929
5834,57.669
5835,61.416
5836,56.876
5837,59.222
5838,59.754
5839,57.136
5840,54.811
5841,58.357
5842,58.689
5843,62.872
5844,59.494
5845,62.508
5846,60.546
5847,62.009
5848,62.035
5849,61.388
5850,55.830
5851,54.210
5852,61.938
5853,57.323
5854,59.540
5855,57.210
5856,54.033
5857,59.740
5858,59.288
5859,61.829
5860,57.809
5861,58.271
5862,62.203
5863,55.507
5864,62.391
5865,61.578
5866,61.533
5867,61.867
5868,60.896
5869,62.059
5870,67.315
5871,63.599
5872,60.561
5873,60.612
5874,57.265
5875,64.973
5876,61.535
5877,59.500
5878,64.730
5879,56.950
5880,59.973
5881,61.645
5882,60.754
5883,63.261
5884,59.846
5885,56.761
5886,65.653
5887,60.212
5888,56.814
5889,60.333
5890,57.737
5891,57.039
5892,55.096
5893,54.302
5894,59.054
5895,68.562
5896,74.830
5897,68.896
5898,64.271
5899,67.151
5900,66.478
5901,63.107
5902,60.025
5903,64.084
5904,62.421
5905,62.340
5906,61.765
5907,64.943
5908,63.008
5909,60.663
5910,65.235
5911,60.229
5912,62.472
5913,58.504
5914,61.050
5915,62.021
5916,64.430
5917,59.184
5918,63.308
5919,58.640
5920,56.502
5921,61.770
5922,59.989
5923,62.352
5924,61.836
5925,57.421
5926,57.767
5927,55.537
5928,56.537
5929,55.929
5930,58.896
5931,59.739
5932,63.780
5933,60.199
5934,55.129
5935,52.783
5936,56.970
5937,61.038
5938,63.933
5939,66.519
5940,60.404
5941,61.503
5942,63.656
5943,57.805
5944,58.019
5945,59.444
5946,59.184
5947,64.719
5948,57.744
5949,61.731
5950,58.715
5951,56.965
5952,58.359
5953,57.819
5954,57.417
5955,60.263
5956,60.027
5957,58.471
5958,57.586
5959,57.625
5960,60.042
5961,62.211
5962,60.145
5963,59.712
5964,54.368
5965,58.089
5966,57.564
5967,53.894
5968,56.893
5969,57.618
5970,55.797
5971,60.712
5972,62.081
5973,64.482
5974,58.910
5975,55.246
5976,56.753
5977,60.996
5978,55.215
5979,58.510
5980,58.033
5981,60.302
5982,56.688
5983,58.516
5984,62.292
5985,60.951
5986,60.445
5987,58.435
5988,59.181
5989,58.715
5990,58.196
5991,57.894
5992,60.532
5993,58.156
5994,57.401
5995,57.805
5996,56.710
5997,62.059
5998,54.006
5999,59.462
6000,58.981
6001,61.583
6002,58.704
6003,58.469
6004,57.749
6005,56.946
6006,60.007
6007,56.532
6008,55.891
6009,59.373
6010,58.253
6011,58.062
6012,57.249
6013,58.527
6014,60.195
6015,58.751
6016,59.032
6017,65.491
6018,57.268
6019,58.511
6020,57.705
6021,59.564
6022,61.368
6023,57.030
6024,65.651
6025,59.463
6026,58.066
6027,59.444
6028,58.838
6029,60.311
6030,56.655
6031,59.651
6032,57.788
6033,57.265
6034,68.500
6035,58.095
6036,56.470
6037,58.992
6038,57.488
6039,60.808
6040,59.308
6041,59.185
6042,56.031
6043,60.306
6044,64.403
6045,61.275
6046,57.496
6047,53.902
6048,56.516
6049,52.675
6050,58.944
6051,57.291
6052,56.214
6053,59.670
6054,55.574
6055,61.122
6056,60.652
6057,66.176
6058,59.061
6059,56.442
6060,57.705
6061,53.012
6062,58.949
6063,55.189
6064,58.483
6065,56.056
6066,57.246
6067,58.694
6068,61.160
6069,61.383
6070,59.117
6071,61.337
6072,56.904
6073,61.280
6074,57.943
6075,61.959
6076,56.717
6077,52.470
6078,55.781
6079,57.878
6080,59.294
6081,60.969
6082,62.013
6083,60.041
6084,60.008
6085,62.458
6086,64.124
6087,56.382
6088,58.074
6089,59.974
6090,56.645
6091,60.917
6092,61.413
6093,62.160
6094,60.554
6095,63.350
6096,61.170
6097,64.170
6098,58.018
6099,58.877
6100,57.324
6101,59.223
6102,56.071
6103,60.845
6104,58.731
